,index,RUC,nombreComercial,direccion,distrito,provincia,departamento,n_trabajadores,tamano_empresa
669,928,20101383378,,"Av. 2 de Mayo 731, Of. 201-202",Cercado Callao,Callao,Lima,0,Pequeña Empresa/Small Size Company
670,929,20100055237,,Av. Argentina 4793,Carmen De la Legua Reynoso,Callao,Lima,3236,Gran Empresa/Big Company
671,930,20100047480,,"Calle Las Fábricas 251, Urb. San Remo",Cercado,Lima,Lima,0,Pequeña Empresa/Small Size Company
672,931,20333372216,,"Av. Casimiro Ulloa 333, Urb. San Antonio",Miraflores,Lima ,Lima,80,Mediana Empresa/Medium Size Company
673,932,20557543571,,"Av. Petit Thoars 3085, Pios 2",San Isidro,Lima,Lima,117,Mediana Empresa/Medium Size Company
674,933,20600231660,,"Jr. F S/N, Of. 53, 54 y 55, Mercado Productores Santa Anita ",Santa Anita,Lima,Lima,12,Mediana Empresa/Medium Size Company
675,938,20551010270,,"Av. 2 de Mayo 516, Of. 201",Miraflores,Lima,Lima,0,Mediana Empresa/Medium Size Company
676,939,20517842517,,"Mz. F, Lote 5, Urb. Nieveria",Lurigancho (Chosica),Lima,Lima,18,Mediana Empresa/Medium Size Company
677,941,20504187587,ALIEX S.A.C.,"Parcela D-14, Sub Lotes 3 y 4, Fundo Buena Vista",Lurín,Lima,Lima,121,Mediana Empresa/Medium Size Company
678,942,20513681934,ADELSI E.I.R.L.,"Av. La Cultura 701, Psje. San Francisco de Asís Puesto 57, Mercado de Productores",Santa Anita,Lima,Lima,0,Mediana Empresa/Medium Size Company
679,943,20297218078,,"Esq. Calle Bahía Paracas y Av. Centenario S/N, Zona Industrial Los Ferroles",Cercado Callao,Callao,Lima,19,Mediana Empresa/Medium Size Company
680,944,20518773578,RESTAURANT EL MERCADO,Av. Hipólito Unánue 203,Miraflores,Lima,Lima,0,Mediana Empresa/Medium Size Company
681,945,20502699491,ALIPROFRESCO S.A.C.,"Carretera Panamericana Sur km 18.5, La Concordia, Zona Industrial",Chorrillos,Lima,Lima,26,Mediana Empresa/Medium Size Company
682,947,20511596590,,"Av. Del Ejército 430, Urb. Santa Cruz",Miraflores,Lima,Lima,12,Mediana Empresa/Medium Size Company
683,948,20538484947,,"Av. Separadora Industrial 2314, Urb. Santa Felicia",La Molina,Lima,Lima,5,Mediana Empresa/Medium Size Company
684,950,20562727711,,"Calle Constelación Austral Mz. D-1, Lote 08, Urb. La Campiña ",Chorrillos,Lima,Lima,0,Mediana Empresa/Medium Size Company
685,952,20538586600,,Jr. 3 de Febrero 810 ,La Victoria,Lima,Lima,0,Mediana Empresa/Medium Size Company
686,953,20465976561,,Jr. Saco Oliveros 295,Cercado,Lima,Lima,110,Gran Empresa/Big Company
687,954,20474807101,,"Calle Tambo Real 264, Urb. Matellini",Chorrillos,Lima,Lima,61,Mediana Empresa/Medium Size Company
688,955,20378750076,,Calle San Pedro 1395,Surquillo,Lima,Lima,16,Mediana Empresa/Medium Size Company
689,956,20100248540,,Av. Néstor Gambetta 4745,Cercado Callao,Callao,Lima,47,Mediana Empresa/Medium Size Company
690,957,20501543277,,"Jr. Víctor Li Carrillo 521, Urb. Condevilla",San Martín de Porres,Lima,Lima,76,Mediana Empresa/Medium Size Company
691,958,20117949983,,Prolong. Cangallo 1263,La Victoria,Lima,Lima,15,Mediana Empresa/Medium Size Company
692,959,20521902826,,"Calle Enrique Pastor 115, Urb. Javier Prado",San Borja,Lima,Lima,7,Pequeña Empresa/Small Size Company
693,960,20339021318,,Av. República de Panamá 5395,Surquillo,Lima,Lima,0,No disponible/Notavailable
694,961,20144419309,ALLSSA,"Calle Petirrojos 438, Urb. Córpac",San Isidro,Lima,Lima,0,Pequeña Empresa/Small Size Company
695,962,20518068670,AKM S.A.C.,"Av. El Santuario 1114, Urb. Zárate",San Juan de Lurigancho,Lima,Lima,66,Mediana Empresa/Medium Size Company
696,963,20537612917,,"Av. Del Ejercito 250, Of. 102, Urb. Santa Cruz ",Miraflores,Lima,Lima,0,Mediana Empresa/Medium Size Company
697,964,20126607742,,"Av. Manuel Olguín 373, Piso 3",Santiago de Surco,Lima,Lima,0,Pequeña Empresa/Small Size Company
698,965,20516103770,,Calle Manuel Candamo 412,Lince,Lima,Lima,0,No disponible/Notavailable
699,966,20106912573,LA TELE,Av. Arequipa 3570,San Isidro,Lima,Lima,0,Pequeña Empresa/Small Size Company
700,967,20447391512,,"Calle Armando Orozco 159, Urb. Rosario de Villa",Chorrillos,Lima,Lima,0,No disponible/Notavailable
701,968,20516648687,,Av. Oscar R. Benavides 5771,Cercado Callao,Callao,Lima,0,Mediana Empresa/Medium Size Company
702,969,20392813684,,"Calle Enrique Palacios 335, Of. 506",Miraflores,Lima,Lima,0,Pequeña Empresa/Small Size Company
703,970,20101283403,,Av. San Felipe 275,Jesús María,Lima,Lima,28,Mediana Empresa/Medium Size Company
704,971,20522638596,,Av. Elmer Faucett 6000 ,Cercado Callao,Callao,Lima,6,Mediana Empresa/Medium Size Company
705,972,20419922391,ALLTECH,"Calle Los Calderos 208, Urb. Vulcano, Etapa II",Ate,Lima,Lima,28,Mediana Empresa/Medium Size Company
706,973,20390342048,,Av. Francisco Mariátegui 138,Jesús María,Lima,Lima,24,Mediana Empresa/Medium Size Company
707,974,20523273851,ALLUS,"Jr. Carabaya 933, Piso 2, Edif. Sudamericana",Cercado,Lima,Lima,2356,Gran Empresa/Big Company
708,978,20122572103,ADIPAGRO E.I.R.L.,"Av. Los Pinos Mz. D, Lote 3, Lotización Valle de Chillón",Puente Piedra,Lima,Lima,0,Pequeña Empresa/Small Size Company
709,979,20491860023,DISTRIBUIDORA ATI,Jr. José Celendón 495,Cercado,Lima,Lima,258,Mediana Empresa/Medium Size Company
710,982,20100000688,ALMAPERU,Av. Argentina 1784,Cercado Callao,Callao,Lima,87,Mediana Empresa/Medium Size Company
711,983,20512444513,,Antigua Carretera Panamericana Sur km 29.5,Lurín,Lima,Lima,37,Mediana Empresa/Medium Size Company
712,984,20356190115,,Av. Argentina 2495,Cercado Callao,Callao,Lima,18,Mediana Empresa/Medium Size Company
713,986,20537161729,,"Calle Los Avicultores Mza. G, Lote 30, Fundo Villa Baja",Chorrillos,Lima,Lima,0,Mediana Empresa/Medium Size Company
714,987,20299154743,ALMEDI S.R.L.,"Av. Universitaria 586, Urb. Pando",San Miguel,Lima,Lima,0,Pequeña Empresa/Small Size Company
715,988,20505178611,,Calle Cervantes 328,Cercado,Lima,Lima,9,Mediana Empresa/Medium Size Company
716,990,20101415831,ALBO S.A.,"Calle Uno 383, Urb. Ind. Bocanegra",Cercado Callao,Callao,Lima,62,Mediana Empresa/Medium Size Company
717,991,20553193754,,"Av. Javier Prado Este 3580, Urb. Jacaranda, Etapa II",San Borja,Lima,Lima,0,Mediana Empresa/Medium Size Company
718,993,20100392403,ALDESA,Av. Dos de Mayo 647,Cercado Callao,Callao,Lima,0,Mediana Empresa/Medium Size Company
719,995,20521476037,ALMAFIN,Av. Argentina 2317,Cercado Callao,Callao,Lima,35,Mediana Empresa/Medium Size Company
720,996,20100577870,,Jr. Montevideo 1110,Cercado,Lima,Lima,0,Pequeña Empresa/Small Size Company
721,998,20347999467,,Av. Néstor Gambetta Cuadra 47 S/N,Cercado Callao,Callao,Lima,1,Pequeña Empresa/Small Size Company
722,999,20505587899,,"Psje. Productores S/N, Puesto 17, Mercado de Productores",Santa Anita,Lima ,Lima,5,Mediana Empresa/Medium Size Company
723,1000,20548439095,,"Av. Alfonso Ugarte 228, Santa Clara",Ate,Lima,Lima,2,Mediana Empresa/Medium Size Company
724,1001,20182077705,ALMUSA,Av. Almirante Miguel Grau 1395,Bellavista,Callao,Lima,27,Mediana Empresa/Medium Size Company
725,1003,20100176701,,"Av. Nicolás Ayllón 1685, Urb. Valdivieso",Ate,Lima,Lima,395,Gran Empresa/Big Company
726,1005,20430471750,,"Calle Omicrón 259, Parque de La Industria",Cercado Callao,Callao,Lima,18,Mediana Empresa/Medium Size Company
727,1006,20491975602,,"Calle Boulevard 162, Of. 801, Urb. Monterrico",Santiago de Surco,Lima,Lima,23,Mediana Empresa/Medium Size Company
728,1008,20514298425,,"Av. Mariscal Benavides Mz. U, Lote 39, Urb. Santa Rosa de Hualcará",San Vicente de Cañete,Cañete,Lima,13,Mediana Empresa/Medium Size Company
729,1009,20520605917,,"Av. 22 de Agosto 1074, Urb. Santa Luzmila, Etapa II ",Comas,Lima,Lima,0,Mediana Empresa/Medium Size Company
730,1010,20100479941,,"Av. José Larco 1116, Of. B",Miraflores,Lima,Lima,0,No disponible/Notavailable
731,1011,20100350743,,"Jr. Monte Rosa 270, Of. 602",Santiago de Surco,Lima,Lima,99,Mediana Empresa/Medium Size Company
732,1012,20546203493,,"Av. Carlos A. Izaguirre 220, Urb. Naranajal",Independencia,Lima,Lima,0,Mediana Empresa/Medium Size Company
733,1013,20101600735,,Jr. Manuel Angosto 783,Cercado,Lima,Lima,306,Mediana Empresa/Medium Size Company
734,1014,20555629894,,"Av. Primavera 251, Urb. Chacarilla",San Borja,Lima,Lima,596,Mediana Empresa/Medium Size Company
735,1015,20515718860,ALO RENTAL,Av. Vía de Evitamiento 1850,Ate,Lima,Lima,11,Mediana Empresa/Medium Size Company
736,1016,20305262871,,Av. Tomás Marsano 3846,Santiago de Surco,Lima ,Lima,38,Mediana Empresa/Medium Size Company
737,1018,20509421634,,"Av. Santa Ana Mz. 84, Lote 1, Urb. Chacra Cerro ",Comas,Lima,Lima,0,Mediana Empresa/Medium Size Company
738,1020,20390920424,ALDANET S.A.C.,"Jr. Joaquín Bernal 215, Of. 503",Lince,Lima,Lima,0,Pequeña Empresa/Small Size Company
739,1021,20553035768,,"Av. José Larco 345, Piso 2, Tienda M-19",Miraflores,Lima,Lima,0,No disponible/Notavailable
740,1022,20530811183,,"Av. Las Artes Sur 185, Piso 1",San Borja,Lima,Lima,712,Mediana Empresa/Medium Size Company
741,1023,20380246717,ALPECORP S.A.,"Av. Prolong. Ramiro Prialé Mz. O, Lote 20, Urb. La Alameda de Ñaña",Lurigancho (Chosica),Lima,Lima,11,Mediana Empresa/Medium Size Company
742,1024,20107007441,,"Av. Pablo Carriquiry 467, Piso 1, Of. 1, Urb. Córpac",San Isidro,Lima,Lima,132,Mediana Empresa/Medium Size Company
743,1025,20512642072,CONSORCIO SUPERVISOR VIAL SUR,"Av. Pablo Carriquiry 467, Piso 1, Of. 1, Urb. Córpac",San Isidro,Lima ,Lima,0,No disponible/Notavailable
744,1026,20109552896,,"Av. Alfredo Benavides 264, Of. 201",Miraflores,Lima,Lima,0,No disponible/Notavailable
745,1028,20293284122,,"Calle Doña Rosa 110, Of. 101, Urb. Los Rosales",Santiago de Surco,Lima,Lima,101,Mediana Empresa/Medium Size Company
746,1029,20463271101,,"Av. Santa Cruz 888, Of. 203",Miraflores,Lima,Lima,12,Mediana Empresa/Medium Size Company
747,1031,20508032286,,"Calle Los Precursores 617, Of. 402, Urb. Valle Hermoso ",Santiago de Surco,Lima,Lima,0,Mediana Empresa/Medium Size Company
748,1032,20524973457,,"Av. Néstor Gambeta Cuadra 47, S/N",Cercado Callao,Callao,Lima,30,Pequeña Empresa/Small Size Company
749,1033,20502009738,,Jr. Domingo Martínez Luján 935,Surquillo,Lima,Lima,0,Pequeña Empresa/Small Size Company
750,1034,20556778753,,Av. Santo Toribio 173,San Isidro,Lima,Lima,16,Mediana Empresa/Medium Size Company
751,1036,20509353451,,"Av. Separadora Industrial 2605, Urb. Santa Raquel, Etapa II",Ate,Lima,Lima,60,Mediana Empresa/Medium Size Company
752,1037,20456673083,,"Calle Felipe Bargna 1082, Urb. Las Viñas",San Luis,Lima,Lima,0,Pequeña Empresa/Small Size Company
753,1038,20188122150,,Calle General Pedro Silva 524,Miraflores,Lima,Lima,0,No disponible/Notavailable
754,1039,20503893241,,"Av. Alfredo Benavides 5140, Of. 203, C.C. Las Gardenias",Santiago de Surco,Lima,Lima,1183,Mediana Empresa/Medium Size Company
755,1040,20513567139,,"Calle Mariscal Felipe Santiago Salaverry 341, Urb. El Pino",San Luis,Lima,Lima,26,Mediana Empresa/Medium Size Company
756,1042,20520604198,,"Calle Mariano De los Santos 198, Of. 404, Piso 4, Urb. Córpac ",San Isidro,Lima,Lima,0,Mediana Empresa/Medium Size Company
757,1043,20500149320,,Av. Arequipa 330,Cercado,Lima,Lima,0,Pequeña Empresa/Small Size Company
758,1044,20522257011,,"Calle Chariarse 151, Of. B",Miraflores,Lima,Lima,9,Mediana Empresa/Medium Size Company
759,1045,20537194490,,"Calle Monte Rosa 255, Of. 703, Urb. Chacarilla del Estanque",Santiago de Surco,Lima,Lima,5,Mediana Empresa/Medium Size Company
760,1046,20523386469,,Calle San Martín 893,Miraflores,Lima,Lima,7,Pequeña Empresa/Small Size Company
761,1047,20345681460,ALTEK,Av. Alfredo Mendiola 3698,Independencia,Lima,Lima,0,Mediana Empresa/Medium Size Company
762,1048,20510449160,,Av. Las Artes Norte 1291,San Borja,Lima,Lima,0,No disponible/Notavailable
763,1049,20136745582,ALTERNATIVA,"Jr. Emeterio Pérez 348, Urb. Ingeniería",San Martín de Porres,Lima ,Lima,0,Pequeña Empresa/Small Size Company
764,1050,20306929691,,"Av. Los Gorriones 130 Lote 40, Urb. La Campiña",Chorrillos,Lima,Lima,0,Pequeña Empresa/Small Size Company
765,1051,20419653471,ATSAC,"Av. José Gálvez Barrenechea 134, Urb. Córpac",San Isidro,Lima,Lima,266,Mediana Empresa/Medium Size Company
766,1053,20101915132,,"Av. Roosevelt 5834, Urb. San Antonio",Miraflores,Lima,Lima,592,Mediana Empresa/Medium Size Company
767,1054,20508932864,ALTHUS,"Calle Pedro Irigoyen 130, Urb. Santa Rita",Santiago de Surco,Lima,Lima,0,Pequeña Empresa/Small Size Company
768,1056,20563105411,,"Av. Reducto 1370, Of. 601, Urb. Armendariz ",Miraflores,Lima,Lima,0,Mediana Empresa/Medium Size Company
769,1057,20491887061,,"Calle Schell 319, Of. 306",Miraflores,Lima,Lima,0,Pequeña Empresa/Small Size Company
770,1059,20548855714,,"Calle Monte Rosa 249, Of. 401, Urb. Chacarilla",Santiago De Surco,Lima,Lima,0,Pequeña Empresa/Small Size Company
771,1060,20511991979,,"Av. Manuel Olguín 335, Of. 1401",Santiago de Surco,Lima,Lima,265,Mediana Empresa/Medium Size Company
772,1061,20394862704,,"Av. Del Parque 257, Urb. Limatambo",San Isidro,Lima,Lima,165,Mediana Empresa/Medium Size Company
773,1062,20296136728,,Av. Tomás Marsano 402,Surquillo,Lima ,Lima,67,Mediana Empresa/Medium Size Company
774,1063,20507251111,,"Av. Del Pinar 180, Of. 802, Chacarilla del Estanque",Santiago de Surco,Lima,Lima,140,Mediana Empresa/Medium Size Company
775,1064,20455121931,,"Av. Del Pinar 180, Of. 802, Urb. Chacarilla del Estanque",Santiago de Surco,Lima,Lima,0,No disponible/Notavailable
776,1065,20477889353,,"Av. La Encalada 1388, Of. 605",Santiago de Surco,Lima,Lima,0,Mediana Empresa/Medium Size Company
777,1066,20508100206,,"Av. Javier Prado Este 1238, Urb. Corpac",San Isidro,Lima,Lima,0,No disponible/Notavailable
778,1067,20543038076,,"Av. Augusto Pérez Aranibar 2128, Of. 301, Urb. Orrantia",San Isidro,Lima,Lima,0,Pequeña Empresa/Small Size Company
779,1068,20498563695,,"Calle Monte Flor 110, Of. 401, Urb. Valle Hermoso",Santiago de Surco,Lima,Lima,3,Mediana Empresa/Medium Size Company
780,1069,20473189713,,"Calle Monte Rosa 271, Of. 9 B, Urb. Chacariila del Estanque",Santiago de Surco,Lima,Lima,0,Pequeña Empresa/Small Size Company
781,1070,20507571531,,"Calle Chincha Alta 120, Lote F, Parque Industrial San Pedrito II",Santiago de Surco,Lima,Lima,0,No disponible/Notavailable
782,1071,20492959104,,"Av. Los Avicultores S/N, Parcelación Villa Baja, Carretera Panamericana Sur km 18.5",Chorrillos,Lima,Lima,0,Mediana Empresa/Medium Size Company
783,1074,20195011169,,"Calle A N° 147, Urb. Ind. Bocanegra",Cercado Callao,Callao,Lima,76,Gran Empresa/Big Company
784,1075,20544884329,,"Av. Del Pinar 136, Of. 602, Urb. Chacarilla del Estanque",Santiago de Surco,Lima,Lima,7,Mediana Empresa/Medium Size Company
785,1076,20506952710,,"Calle Alfa Gemelos 143, Of. 201, Urb. La Calera",Surquillo,Lima,Lima,0,No disponible/Notavailable
786,1077,20550520002,,Plaza San Francisco 208 ,Barranco,Lima,Lima,86,Mediana Empresa/Medium Size Company
787,1078,20504913822,,"Av. Rosendo Vidaurre 645, Of. 101, Res. La Viñita",Barranco,Lima,Lima,0,No disponible/Notavailable
788,1079,20421059889,,"Av. Javier Prado Este 5236, Of. 204, Urb. Camacho",La Molina,Lima,Lima,0,Mediana Empresa/Medium Size Company
789,1081,10404049343,,"Mz. A-1, Lote 30, Coop. de Vivienda Primavera",Comas,Lima,Lima,0,Pequeña Empresa/Small Size Company
790,1085,20268244515,,"Calle Huancabamba Mz. A, Lote 13, Zona Industrial",San Juan de Miraflores,Lima,Lima,128,Mediana Empresa/Medium Size Company
791,1086,20510940262,,"Av. Guillermo Dansey 354, Of. D-1",Cercado,Lima,Lima,0,Pequeña Empresa/Small Size Company
792,1087,20516746778,DISALFARMA,"Jr. Pedro Ruiz Gallo 203, Of. 301, Psje. San Gabriel Alto ",Villa Maria Del Triunfo,Lima,Lima,0,Mediana Empresa/Medium Size Company
793,1089,20466084884,,"Av. Alfredo Benavides 2549, Of. 802",Miraflores,Lima,Lima,0,Pequeña Empresa/Small Size Company
794,1090,20555546760,,"Calle Francisco de Paula Ugarriza 123, Of. A ",Miraflores,Lima,Lima,0,Mediana Empresa/Medium Size Company
795,1091,20296079074,,"Av. Víctor A. Belaúnde 147, Torre Real V, Of. 902",San Isidro,Lima,Lima,10,Mediana Empresa/Medium Size Company
796,1094,20260189868,A.S.B.CONTRATISTAS S.A.C.,"Calle Bolognesi 125, Of. 1101",Miraflores,Lima ,Lima,0,Mediana Empresa/Medium Size Company
797,1095,20464918079,,"Jr. Tomás Ramsey 1084, Urb. Orrantia del Mar",Magdalena del Mar,Lima,Lima,33,Mediana Empresa/Medium Size Company
798,1097,20124453349,,"Jr. Vizcardo y Guzmán 407, Urb. San Agustín",Comas,Lima,Lima,0,No disponible/Notavailable
799,1098,20547416776,,"Jr. Juan Del Mar y Bernedo 1298, Chacra Ríos",Breña,Lima,Lima,170,Gran Empresa/Big Company
800,1099,20330511827,,"Av. Nicolás Arriola 905, Urb. Santa Catalina",La Victoria,Lima,Lima,16,Mediana Empresa/Medium Size Company
801,1100,20492997294,,"Calle Uno Mz. O, Lote 5-A, Coop. Colonización de las Vertientes de La Tablada de Lurín ",Villa El Salvador,Lima,Lima,51,Mediana Empresa/Medium Size Company
802,1103,20512942386,,"Av. José Larco 743, Of. 302",Miraflores,Lima,Lima,0,No disponible/Notavailable
803,1104,20521137682,,"Calle Los Brillantes Mz. C- 1, Lote S 15-B, Urb. La Capitana",Lurigancho (Chosica),Lima,Lima,57,Gran Empresa/Big Company
804,1106,20128322575,MATISS,Av. Paseo de La República 5853,Miraflores,Lima,Lima,0,Pequeña Empresa/Small Size Company
805,1107,20123205406,,"Calle Santo Tomás 179, Urb. Villa Marina",Chorrillos,Lima,Lima,49,Mediana Empresa/Medium Size Company
806,1108,20457510820,,"Av. Juan De Arona 701, Of. 2",San Isidro,Lima,Lima,0,Pequeña Empresa/Small Size Company
807,1109,20521222442,,"Jr. El Polo 401, Urb. El Derby",Santiago de Surco,Lima,Lima,7,Mediana Empresa/Medium Size Company
808,1110,20414548491,AMCOR,"Av. Manuel Olguín 335, Of. 1502",Santiago de Surco,Lima,Lima,115,Gran Empresa/Big Company
809,1111,20554390448,,"Calle Begonias 415, Piso 11",San Isidro,Lima ,Lima,18,Mediana Empresa/Medium Size Company
810,1112,20292132591,,"Calle Las Begonias 441, Piso 8",San Isidro,Lima,Lima,164,Mediana Empresa/Medium Size Company
811,1113,20513230843,,"Antigua Carretera Panamericana Sur km 19.2, Mz. Ñ, Lote 2, AG del Fundo Villa SEC 0979",Villa El Salvador,Lima,Lima,86,Gran Empresa/Big Company
812,1114,20101316182,,"Av. Nicolás Arriola 1760, Urb. Los Reyes",San Luis,Lima,Lima,0,No disponible/Notavailable
813,1115,20118475284,,Av. Argentina 4670,Carmen De la Legua Reynoso,Callao,Lima,13,Mediana Empresa/Medium Size Company
814,1116,20472390521,,"Calle Amador Merino Reyna 295, Of. 402",San Isidro,Lima ,Lima,40,Mediana Empresa/Medium Size Company
815,1117,20251380237,,"Av. Jorge Basadre 310, Piso 3",San Isidro,Lima,Lima,28,Mediana Empresa/Medium Size Company
816,1118,20510005792,MARKET CAPON,Jr. Paruro 757,Cercado,Lima,Lima,17,Mediana Empresa/Medium Size Company
817,1120,20478043539,,Av. Roosevelt 6435,Miraflores,Lima,Lima,0,Pequeña Empresa/Small Size Company
818,1122,20524417490,,"Calle Marie Curie Mz. O, Lote 3, Zona Industrial Santa Rosa",Ate,Lima,Lima,113,Mediana Empresa/Medium Size Company
819,1123,20546161120,,"Av. Rafael Escardo 491, Piso 2",San Miguel,Lima,Lima,0,Pequeña Empresa/Small Size Company
820,1125,20467534026,CLARO,"Av. Nicolás Arriola 480, Urb. Santa Catalina",La Victoria,Lima,Lima,4012,Gran Empresa/Big Company
821,1126,20506046751,,Av. Armendariz 215,Miraflores,Lima,Lima,134,Mediana Empresa/Medium Size Company
822,1127,20509492221,,Av. San Luis 1952,San Borja,Lima,Lima,47,Mediana Empresa/Medium Size Company
823,1128,20308100317,,"Av. Alameda Sur Mz. J-1, Lote 19, Urb Villa Marina",Chorrillos,Lima,Lima,10,Mediana Empresa/Medium Size Company
824,1129,20509856282,,"Jr. Leticia 634, Of. 201",Cercado,Lima,Lima,0,Pequeña Empresa/Small Size Company
825,1130,20101070671,,"Av. Enrique Canaval y Moreyra 380, Piso 14",San Isidro,Lima,Lima,0,Gran Empresa/Big Company
826,1131,20511988081,,"Calle Belisario Sosa Pelaez 1395, Urb. Chacra Ríos",Cercado,Lima,Lima,0,Pequeña Empresa/Small Size Company
827,1132,20506760721,,Av. Enrique Canaval y Moreyra 649,San Isidro,Lima,Lima,248,Mediana Empresa/Medium Size Company
828,1133,20461054511,,Calle Sáenz Peña 1248,La Victoria,Lima,Lima,0,No disponible/Notavailable
829,1134,20509307262,,"Av. Tomás Marsano 3241, Urb. Chama ",Santiago de Surco,Lima,Lima,0,Pequeña Empresa/Small Size Company
