,index,RUC,nombreComercial,direccion,distrito,provincia,departamento,n_trabajadores,tamano_empresa
465,609,20546269915,,Calle Alcanfores 1245,Miraflores,Lima,Lima,0,Mediana Empresa/Medium Size Company
466,613,20522001563,,"Calle Saycusca 281, Urb. Maranga ",San Miguel,Lima,Lima,0,Mediana Empresa/Medium Size Company
467,615,20390171308,,"Calle Tarata 269 , Of. 201",Miraflores,Lima,Lima,0,Mediana Empresa/Medium Size Company
468,617,20556450600,,Calle 2 N° 120,Barranca,Barranca,Lima,80,Mediana Empresa/Medium Size Company
469,620,20510544073,,Jr. Santa Rita 141,San Vicente de Cañete,Cañete,Lima,14,Mediana Empresa/Medium Size Company
470,621,20553443459,,"Calle Valle Riestra 947, Urb. Orrantia del Mar",San Isidro,Lima,Lima,0,Pequeña Empresa/Small Size Company
471,622,20336621063,,"Av. Alexander Fleming 454, Urb. Ind. Santa Rosa",Ate,Lima,Lima,0,Mediana Empresa/Medium Size Company
472,624,20525353959,,"Av. Paseo de La República 3195, Of. 901-902",San Isidro,Lima,Lima,110,Mediana Empresa/Medium Size Company
473,626,20505885644,,"Jr. Monterrey 355, Of. 1101, Urb. Chacarilla",Santiago de Surco,Lima,Lima,0,Pequeña Empresa/Small Size Company
474,627,20547432461,,"Psje. Monte Azul 180, Of. 215, Urb. Chacarilla del Estanque",Santiago de Surco,Lima,Lima,73,Mediana Empresa/Medium Size Company
475,629,20571343640,,"Psje. Alcantarilla S/N, Supe Puerto",Supe Puerto,Barranca,Lima,0,Mediana Empresa/Medium Size Company
476,632,20108918099,,"Av. A, Mz. J, Lote 3, Piso 2, Urb. Campoy",San Juan de Lurigancho,Lima,Lima,55,Mediana Empresa/Medium Size Company
477,634,20510844034,,"Antigua Panamericana Sur km 32.5, Mz. B, Lote B, Urb. Huertos de Villena",Lurín,Lima,Lima,19,Mediana Empresa/Medium Size Company
478,635,20543733769,,"Calle Fermín Santana Aguirre 278, Urb. San Germán, Etapa II",San Martín de Porres,Lima,Lima,0,Mediana Empresa/Medium Size Company
479,636,20571565031,,Av. Nicolás De Piérola 650 ,Barranca,Barranca,Lima,0,Pequeña Empresa/Small Size Company
480,637,20100166144,,"Av. El Polo 397, Piso 6",Santiago de Surco,Lima,Lima,325,Gran Empresa/Big Company
481,641,20459840363,DAFE S.A.,"Av. Angélica Gamarra 870, Urb. El Trébol",Los Olivos,Lima,Lima,12,Mediana Empresa/Medium Size Company
482,642,20481555702,,"Calle Los Tulipanes 147, Of. 1101, Urb. Polo Hunt",Santiago de Surco,Lima,Lima,717,Mediana Empresa/Medium Size Company
483,645,20132521655,AICASA,"Jr. El Latón 5652, Urb. Infantas",Los Olivos,Lima,Lima,10,Mediana Empresa/Medium Size Company
484,647,20104420282,,Av. Ricardo Palma 894,Miraflores,Lima,Lima,2793,Gran Empresa/Big Company
485,648,20100048966,AGROALPESA,Calle José Gálvez 692,Miraflores,Lima,Lima,0,No disponible/Notavailable
486,649,20600968484,,"Av. Antonio Raimondi 355, Of. 1401 ",Magdalena del Mar,Lima,Lima,0,Mediana Empresa/Medium Size Company
487,656,20519115558,,"Calle Rodín 237, Of. 202, Urb. La Calera",Surquillo,Lima,Lima,2,Mediana Empresa/Medium Size Company
488,657,20175077023,AGRIHU S.A.C.,"Av. Victoria km. 5.0, Ex Hacienda Retes",Huaral,Huaral,Lima,0,Mediana Empresa/Medium Size Company
489,660,20100376203,AGRINSA,"Av. Angélica Gamarra 870, Urb. El Trébol",Los Olivos,Lima,Lima,0,Pequeña Empresa/Small Size Company
490,663,20493291212,,Av. Daniel Hernández 1025,Pueblo Libre,Lima,Lima,0,Mediana Empresa/Medium Size Company
491,665,20516757206,,Calle Libertad 206,Miraflores,Lima,Lima,0,Pequeña Empresa/Small Size Company
492,666,20342015108,NOBEX FOODS,"Av. Los Faisanes 148, Urb. La Campiña",Chorrillos,Lima,Lima,233,Mediana Empresa/Medium Size Company
493,667,20393333171,,"Calle Manuel Arispe 210, Zona Industrial, Urb.Industrial La Chalaca",Callao,Callao,Lima,0,Mediana Empresa/Medium Size Company
494,668,20108273705,,"Carretera Panamericana Sur km 75, Fundo San Andrés",Santa Cruz de Flores,Cañete,Lima,18,Mediana Empresa/Medium Size Company
495,670,20129029308,,"Carretera Quilmaná km 8, Centro Poblado San Isidro",Imperial,Cañete,Lima,50,Mediana Empresa/Medium Size Company
496,672,20141718780,AGROSUPE,Calle Monte Rosa 256,Santiago de Surco,Lima,Lima,58,Mediana Empresa/Medium Size Company
497,673,20463889849,,Av. San Juan 900 C.P. La Grama,Puente Piedra,Lima,Lima,0,No disponible/Notavailable
498,674,20386367664,,"Av. La Encalada 1090, Of. 601, C.C. Monterrico",Santiago de Surco,Lima,Lima,49,Mediana Empresa/Medium Size Company
499,675,20462608056,,Calle Bolívar 227,Miraflores,Lima,Lima,256,Mediana Empresa/Medium Size Company
500,677,20554251677,,"Calle Dean Valdivia 148, Piso 7",San Isidro,Lima,Lima,389,Mediana Empresa/Medium Size Company
501,678,20162348931,,"Calle Dean Valdivia 148, Piso 7",San Isidro,Lima,Lima,35,Mediana Empresa/Medium Size Company
502,679,20516719967,,Av. Pablo Patrón 290,La Victoria,Lima,Lima,20,Mediana Empresa/Medium Size Company
503,684,20510278926,,"Av. Las Artes Norte 509 , Of. 303",San Borja,Lima,Lima,0,Pequeña Empresa/Small Size Company
504,685,20519190681,VALLE Y PAMPA S.A.,"Av. Mariscal La Mar 662, Of. 203, Urb. Santa Cruz ",Miraflores,Lima,Lima,430,Mediana Empresa/Medium Size Company
505,687,20546844791,,Jr. Mariscal La Mar 991,Magdalena del Mar,Lima,Lima,0,Mediana Empresa/Medium Size Company
506,689,20503507111,,"Av. Los Héroes 188, Tienda 160, C.C. Plataforma",San Juan de Miraflores,Lima,Lima,7,Mediana Empresa/Medium Size Company
507,691,20517652572,,"Jr. Los Lirios 168, Of. A, Urb. Valdiviezo ",Ate,Lima,Lima,0,Mediana Empresa/Medium Size Company
508,692,20110378956,,"Av. Paseo de La República 3195, Of. 901-902",San Isidro,Lima,Lima,14,Mediana Empresa/Medium Size Company
509,696,20518770471,AGLB S.A.C.,"Calle Monte Rosa 128, Of. 22, Urb. Chacarilla",Santiago de Surco,Lima,Lima,140,Mediana Empresa/Medium Size Company
510,697,20514833916,,"Calle Wassily Kandinsky Mz. B, Lote 11, Urb. Los Alamos, Etapa III, Monterrico",Santiago de Surco,Lima,Lima,0,Mediana Empresa/Medium Size Company
511,698,20510845600,,Av. Las Artes Norte 541,San Borja,Lima,Lima,0,Mediana Empresa/Medium Size Company
512,700,20408032203,,Jr. Vilela 215,Barranca,Barranca,Lima,0,Pequeña Empresa/Small Size Company
513,701,20502647009,,"Calle Los Tejedores 187, Urb. Vulcano",Ate,Lima,Lima,23,Mediana Empresa/Medium Size Company
514,703,20513328495,,Av. General Trinidad Morán 1111 ,Lince,Lima,Lima,185,Mediana Empresa/Medium Size Company
515,705,20538504301,,"Av. La Cultura S/N, Pabellón B, Of. B-39, Gran Mercado Mayorista",Santa Anita,Lima,Lima,0,Mediana Empresa/Medium Size Company
516,707,20510691963,,Av. Arenales 2570,Lince,Lima,Lima,11,Mediana Empresa/Medium Size Company
517,708,20521440865,,"Av. Circunvalación del Golf 182, Of. 501, Urb. Club Golf Los Incas",Santiago de Surco,Lima,Lima,19,Mediana Empresa/Medium Size Company
518,709,20515927353,,"Av. Del Parque Norte 480, Of. 202",San Isidro,Lima,Lima,16,Mediana Empresa/Medium Size Company
519,710,20516145855,,"Av. José Gálvez Barrenechea 592, Of. 302, Urb. Córpac",San Isidro,Lima,Lima,255,Mediana Empresa/Medium Size Company
520,711,20516662329,,"Calle Los Quipus 237, Coop. Chancas de Andahuaylas",Santa Anita,Lima,Lima,0,Mediana Empresa/Medium Size Company
521,712,20552581807,,"Psje. Mogrovejo 1945, Urb. San Pablo",La Victoria,Lima,Lima,0,Mediana Empresa/Medium Size Company
522,714,20320658218,,"Fundo Irrigación Esperanza Baja, Sección Granados, Lotes 53-54",Huaral,Huaral,Lima,21,Mediana Empresa/Medium Size Company
523,715,20119616060,AGROPECUARIA CAMAY,"Carretera Panamericana Norte km 170, Huaura Irrigación San Felipe",Vegueta,Huaura,Lima,108,Mediana Empresa/Medium Size Company
524,720,20118004915,AGROCOL S.R.L.,"Calle Loma de los Crisantemos 123, Urb. Prolong. Benavides",Santiago de Surco,Lima,Lima,0,No disponible/Notavailable
525,723,20320731314,,"Calle Los Geranios 234, Residencial Huaral",Huaral,Huaral,Lima,83,Mediana Empresa/Medium Size Company
526,728,20474584985,,"Av. Los Laureles Mz. V, Lote 4, Urb. Huertos de Lurín",Pachacámac,Lima,Lima,18,Mediana Empresa/Medium Size Company
527,730,20220256511,,"Av. Los Fresnos 321, Urb. Huertos de Villena",Lurín,Lima,Lima,6,Pequeña Empresa/Small Size Company
528,733,20254979610,,"Calle José María Argüedas 191, Urb. Los Precursores",Santiago de Surco,Lima,Lima,10,Mediana Empresa/Medium Size Company
529,735,20534068582,,Fundo La Quincha Lote 10-402,Huaral,Huaral,Lima,46,Mediana Empresa/Medium Size Company
530,736,20336956677,,"Av. Alfredo Benavides 768, Of. 601",Miraflores,Lima,Lima,49,Mediana Empresa/Medium Size Company
531,738,20530866590,,"Fundo Santa Leonor Lote 1, Irrigacion Santa Rosa",Sayán,Huaura,Lima,123,Mediana Empresa/Medium Size Company
532,739,20520521811,,"Av. Santa Josefina 113, Urb. Las Vegas",Puente Piedra,Lima,Lima,134,Gran Empresa/Big Company
533,744,20506985057,,"Calle Germán Schreiber 184, Of. 702",San Isidro,Lima,Lima,0,Pequeña Empresa/Small Size Company
534,745,20472710029,,"Av. La Encalada 260, Urb. Monterrico",Santiago de Surco,Lima,Lima,169,Mediana Empresa/Medium Size Company
535,748,20203252324,,"Calle Diego De Agüero 278, Urb. Valle Hermoso de Monterrico",Santiago de Surco,Lima,Lima,101,Mediana Empresa/Medium Size Company
536,750,20419208583,,"Calle Talambo 110, Of. 303",Santiago de Surco,Lima,Lima,56,Mediana Empresa/Medium Size Company
537,753,20198209717,,Av. Argentina 5064,Cercado Callao,Callao,Lima,0,Pequeña Empresa/Small Size Company
538,754,20555331640,,Av. Grau 810,Barranco,Lima,Lima,0,Mediana Empresa/Medium Size Company
539,757,20523052684,,"Calle Monterrey 341, Of. 501, Urb. Chacarilla del Estanque",Santiago de Surco,Lima,Lima,10,Mediana Empresa/Medium Size Company
540,758,20533927841,,Calle Carlos Sayán 226,Barranca,Barranca,Lima,0,Pequeña Empresa/Small Size Company
541,761,20531513534,,"Calle Málaga 320, Urb. Mayorazgo, Etapa III",Ate,Lima ,Lima,25,Mediana Empresa/Medium Size Company
542,767,20546116418,,"Antigua Panamericana Sur Mz. M, Lote 13, Urb. Los Huertos de Lurín",Lurín,Lima,Lima,4,No disponible/Notavailable
543,769,20552417837,,"Calle Las Codornices 104, Urb. Limatambo",Surquillo,Lima,Lima,869,Mediana Empresa/Medium Size Company
544,770,20508057513,,"Av. Javier Prado Este 2935, Of. 43",San Borja,Lima ,Lima,14,Mediana Empresa/Medium Size Company
545,771,20250406941,,Av. Canadá 3792-3798,San Luis,Lima,Lima,126,Mediana Empresa/Medium Size Company
546,772,20101323634,,Av. Javier Prado Este 2935,San Borja,Lima,Lima,16,Mediana Empresa/Medium Size Company
547,779,20518663713,,Carretera Panamericana Norte km 30,Puente Piedra,Lima,Lima,1107,Mediana Empresa/Medium Size Company
548,781,20108734109,ATCRSA,"Av. Manuel Vargas 483, Urb. Ciudad y Campo",Rímac,Lima,Lima,0,No disponible/Notavailable
549,783,20514009253,,Av. Argentina 290,Cercado,Lima,Lima,0,No disponible/Notavailable
550,784,20551191045,,"Calle Los Eucaliptos 257, Urb. El Cortijo",Santiago de Surco,Lima,Lima,5,Mediana Empresa/Medium Size Company
551,785,20514430552,,"Psje. Raúl Villarán Pasquel 395, Urb. La Viña",San Luis,Lima,Lima,6,Pequeña Empresa/Small Size Company
552,786,20107757521,,"Av. Mariscal La Mar 1129, Urb. Santa Cruz",Miraflores,Lima ,Lima,16,Pequeña Empresa/Small Size Company
553,787,20508326786,,"Av. Casimiro Ulloa 296, Urb. San Antonio",Miraflores,Lima,Lima,0,Mediana Empresa/Medium Size Company
554,788,20136610148,,"Av. Guzmán Blanco 240, Of. 1003",Cercado,Lima,Lima,0,No disponible/Notavailable
555,789,20512217452,,"Av. Del Parque Norte 605, Of. 203, Urb. Córpac",San Isidro,Lima,Lima,987,Mediana Empresa/Medium Size Company
556,790,20388026660,,"Jr. El Estaño 5490, Urb. Industrial Infantas ",Los Olivos,Lima,Lima,0,Mediana Empresa/Medium Size Company
557,793,20512679669,,"Calle Antares 320, Of. 307, Urb. Alborada",Santiago de Surco,Lima,Lima,0,Pequeña Empresa/Small Size Company
558,794,20521469766,,"Av. Primavera 1796, Of. 601",Santiago de Surco,Lima,Lima,73,Mediana Empresa/Medium Size Company
559,795,20339687952,,Av. Javier Prado Este 3580 ,San Borja,Lima,Lima,16,Mediana Empresa/Medium Size Company
560,797,20297660536,AGUAYTIA ENERGY,"Av. Dionisio Derteano 144, Piso 19",San Isidro,Lima,Lima,0,Mediana Empresa/Medium Size Company
561,798,20504264832,,Calle Roca De Vergallo 158,Magdalena del Mar,Lima,Lima,0,No disponible/Notavailable
562,799,20100344778,AGISA,"Calle Carlos Gonzales 267, Of. 406, Urb. Maranga",San Miguel,Lima,Lima,15,Mediana Empresa/Medium Size Company
563,800,20296721132,,"Av. Camino del Inca 131, Of. 502, Urb. Chacarilla del Estanque",Santiago de Surco,Lima,Lima,0,No disponible/Notavailable
564,801,20545784158,,Av. Elmer Faucett 5482,Cercado Callao,Callao,Lima,19,Mediana Empresa/Medium Size Company
565,803,20509189120,,"Psje. K S/N, Puesto 1143, Mercado Minorista ",La Victoria,Lima,Lima,0,Pequeña Empresa/Small Size Company
566,804,20111025739,ADEMINSAC,"Calle Cerro Azul 479, Urb. San Ignacio de Monterrico",Santiago de Surco,Lima,Lima,109,Mediana Empresa/Medium Size Company
567,806,20526937130,,"Jr. El Latón 5652, Urb. Ind. Infantas",Los Olivos,Lima,Lima,0,Mediana Empresa/Medium Size Company
568,807,20306126475,,"Jr. El Latón 5652, Urb. Industrial Infantas",Los Olivos,Lima,Lima,0,No disponible/Notavailable
569,808,20511969531,,"Av. La Paz 675, Piso 2, Of. 203",Miraflores,Lima ,Lima,0,Pequeña Empresa/Small Size Company
570,809,20524414041,,"Av. Lurigancho Cuadra 12, Mz. M, Lote 6 y 7, Urb. Zárate",San Juan de Lurigancho,Lima,Lima,208,Mediana Empresa/Medium Size Company
571,810,20550829950,,"Av. Manuel Olguín 501, Of. 506 ",Santiago de Surco,Lima,Lima,0,Mediana Empresa/Medium Size Company
572,811,20548435936,,"Av. Manuel Olguín 501, Of. 506, Urb. Residencial Isabelita ",Santiago de Surco,Lima,Lima,0,Mediana Empresa/Medium Size Company
573,812,20509452785,,"Calle Italia 389, Of. 101",Miraflores,Lima,Lima,0,Mediana Empresa/Medium Size Company
574,813,20110708921,ACP S.R.L.,"Jr. Cápac Yupanqui 957, Of. 602, Piso 6",Jesús María,Lima,Lima,0,Pequeña Empresa/Small Size Company
575,814,20512453857,,Av. Alfredo Benavides 611,Miraflores,Lima,Lima,0,Mediana Empresa/Medium Size Company
576,815,20505455551,,Jr. Sandia 276,Cercado,Lima,Lima,0,No disponible/Notavailable
577,816,20536782541,,"Av. José Pardo 513, Urb. Cercado de Miraflores ",Miraflores,Lima,Lima,0,Mediana Empresa/Medium Size Company
578,817,20506681856,,"Av. Elmer Faucett 3517, Urb. Bocanegra",Cercado Callao,Callao ,Lima,2,Mediana Empresa/Medium Size Company
579,818,20509718483,,"Av. Elmer Faucett 3517, Urb. Bocanegra",Cercado Callao,Callao ,Lima,5,Mediana Empresa/Medium Size Company
580,819,20516657244,,"Av. Militar 2727, Of. 201 ",Lince,Lima,Lima,0,Mediana Empresa/Medium Size Company
581,820,20100400511,,"Jr. Manuel Arispe 311, Urb. Ind. La Chalaca",Cercado Callao,Callao,Lima,69,Mediana Empresa/Medium Size Company
582,821,20171604355,,Av. Bolívar Cuadra 8 S/N,Pueblo Libre,Lima,Lima,0,Pequeña Empresa/Small Size Company
583,822,20505997795,,"Jr. Tomás Catari Mz. V Lote 13, Piso 6, Urb. El Trébol, Etapa III",Los Olivos,Lima,Lima,0,Pequeña Empresa/Small Size Company
584,823,20517103633, ,"Av. Santiago de Chuco 501, Coop. Universal ",Santa Anita,Lima,Lima,18,Mediana Empresa/Medium Size Company
585,824,20518330315,,Calle Los Cedros 180,San Isidro,Lima,Lima,0,Pequeña Empresa/Small Size Company
586,825,20510645261,,"Av. Guardia Civíl 834, Piso 6",San Isidro,Lima,Lima,588,Gran Empresa/Big Company
587,826,20513708727,,Jr. Andahuaylas 591,Cercado,Lima,Lima,0,Mediana Empresa/Medium Size Company
588,828,20331061655,AJE,"Av. La Paz 131, Urb. Santa María de Huachipa",Lurigancho (Chosica),Lima,Lima,1098,Gran Empresa/Big Company
589,829,20407921047,,Carretera Nueva Panamericana Norte km 191 C.P. La Minka,Supe,Barranca,Lima,0,Mediana Empresa/Medium Size Company
590,830,20100085063,,"Av. República de Panamá 2455, Urb. Santa Catalina",La Victoria,Lima,Lima,1003,Gran Empresa/Big Company
591,831,20500242966,,"Calle Omicrón 340-348, Parque de La Industria",Cercado Callao,Callao,Lima,19,Mediana Empresa/Medium Size Company
592,832,20571187842,,Jr. Castilla 243,Barranca,Barranca,Lima,7,Mediana Empresa/Medium Size Company
593,833,20509449644,,Calle Francisco Bejarano 529-B,San Juan de Miraflores,Lima,Lima,0,Mediana Empresa/Medium Size Company
594,834,20178027639,,"Calle Monte Rosa 270, Of. 703, Urb. Chacarilla del Estanque",Santiago de Surco,Lima,Lima,0,Pequeña Empresa/Small Size Company
595,835,20509824160,,"Av. Primavera 120, Of. 222-A",Santiago de Surco,Lima,Lima,17,Mediana Empresa/Medium Size Company
596,836,20392894404,,Av. Reducto 1310,Miraflores,Lima,Lima,0,Mediana Empresa/Medium Size Company
597,837,20521911221,,"Jr. Monte Rosa 256, Of. 701, Urb. Chacarilla del Estanque",Santiago de Surco,Lima,Lima,32,Mediana Empresa/Medium Size Company
598,838,20545822181,,"Calle Girardout Mz. O, Lote 4, Urb. La Calera",Surquillo,Lima,Lima,0,No disponible/Notavailable
599,839,20459424734,,"Av. Oscar R. Benavides 5737, Parque de La Industria",Cercado Callao,Callao,Lima,29,Mediana Empresa/Medium Size Company
600,840,20481577005,,"Carretera Panamericana Sur km 16.3, Mz. A, Lote 6",Villa El Salvador,Lima,Lima,34,Mediana Empresa/Medium Size Company
601,842,20508588128,,"Av. Del Pinar 134, Of. 1001, Urb. Chacarilla del Estanque",Santiago de Surco,Lima,Lima,69,Mediana Empresa/Medium Size Company
602,843,10082029392,,Calle Mendelson 152,San Borja,Lima,Lima,0,No disponible/Notavailable
603,846,20424210499,,"Av. Manco Cápac 1475, Piso 3",La Victoria,Lima ,Lima,24,Mediana Empresa/Medium Size Company
604,847,20432087132,,Av. Mello Franco 186,Jesús María,Lima,Lima,20,Mediana Empresa/Medium Size Company
605,848,10082350328,,Carretera Panamericana Sur km 139.5,San Luis,Cañete,Lima,0,No disponible/Notavailable
606,850,20546101909,,"Calle Enrique Palacios 335, Of, 101",Miraflores,Lima,Lima,0,Pequeña Empresa/Small Size Company
607,851,20153395943,MULTIMARKET SAN FERNANDO,"Av. Caminos del Inca 1012, Urb. Las Gardenias",Santiago de Surco,Lima,Lima,512,Mediana Empresa/Medium Size Company
608,852,20456379053,ALBEN,"Av. Alfredo Benavides 2549, Of. 402",Miraflores,Lima,Lima,0,No disponible/Notavailable
609,853,20100902533,,"Av. Javier Prado Oeste 2021 , Piso 3",San Isidro,Lima,Lima,0,No disponible/Notavailable
610,854,20101709231,ALBERTO RAFAEL SOTO SAC,Prolong. Gamarra 612,La Victoria,Lima,Lima,0,Pequeña Empresa/Small Size Company
611,855,20565718500,,"Av. Ariosto Matellini 277, Of. 5, Urb. Santa Leonor, Etapa II",Chorrillos,Lima,Lima,0,Pequeña Empresa/Small Size Company
612,856,20418140551,ALBIS-BOTICAS ARCANGEL,"Calle Víctor Alzamora 147, Urb. Santa Catalina",La Victoria,Lima,Lima,0,Gran Empresa/Big Company
613,857,20130329471,ALMEDIC S.A.C.,Jr. Canta 985,La Victoria,Lima,Lima,19,Mediana Empresa/Medium Size Company
614,860,20137021014,,"Av. Camino Real 348, Of. 801, Piso 8",San Isidro,Lima,Lima,50,Gran Empresa/Big Company
615,861,20515631829,,Jr. Moquegua 613,Cercado,Lima,Lima,11,Mediana Empresa/Medium Size Company
616,862,20100725062,,"Av. Los Faisanes 337, Urb. La Campiña",Chorrillos,Lima,Lima,266,Mediana Empresa/Medium Size Company
617,863,20212561534,ALCON PERU,"Av. Las Begonias 441, Of. 347",San Isidro,Lima,Lima,41,Gran Empresa/Big Company
618,865,20535589331,,"Mz. I, Lote 1-A, Coop. Las Vertientes",Villa El Salvador,Lima ,Lima,4,Mediana Empresa/Medium Size Company
619,866,20148313041,,"Calle Ricardo Angulo 744, Urb. Córpac",San Isidro,Lima,Lima,0,Pequeña Empresa/Small Size Company
620,867,20548838461,,"Av. Paz Soldán 193, Of. 5 ",San Isidro,Lima,Lima,169,Gran Empresa/Big Company
621,869,20263765134,,Jr. José Pezet y Monel 2772,Lince,Lima,Lima,0,No disponible/Notavailable
622,871,20553143498,,"Av. El Derby 254, Of. 2403, Urb. El Derby de Monterrico",Santiago de Surco,Lima,Lima,0,Mediana Empresa/Medium Size Company
623,873,20543830969,,"Sector 20 de Octubre Mz. D, Lote 25, Asentamiento Humano Proyecto Integral Pachac",Villa El Salvador,Lima,Lima,0,Mediana Empresa/Medium Size Company
624,874,20390234156,,"Calle 3, Mz. J, Lote 11-12, Urb. Señor de los Milagros",San Martín de Porres,Lima,Lima,0,Mediana Empresa/Medium Size Company
625,876,20514517160,,"Av. Guzmán Blanco 240, Of. 704",Cercado,Lima,Lima,0,No disponible/Notavailable
626,877,20258078048,,Jr. Risso 580,Lince,Lima,Lima,43,Mediana Empresa/Medium Size Company
627,879,20101869947,"CHINAWOK, IL FORNAIO","Calle Camino Real 1801, Mz. A-4, Parque Industrial San Pedrito",Santiago de Surco,Lima,Lima,823,Mediana Empresa/Medium Size Company
628,880,20508340690,,Jr. Víctor Fajardo 576,Bellavista,Callao,Lima,17,Mediana Empresa/Medium Size Company
629,881,20297867718,,"Av. Manuel Olguín 335, Of. 102",Santiago de Surco,Lima,Lima,255,Gran Empresa/Big Company
630,882,20520964305,,"Calle 4, N°160, Mz. E, Lote 5, Urb. San Felipe",Magdalena,Lima,Lima,0,Mediana Empresa/Medium Size Company
631,883,20100355206,ASA PERU S.R.L.,Calle Los Negocios 420,Surquillo,Lima,Lima,86,Mediana Empresa/Medium Size Company
632,884,20508211881,,Jr. Ayacucho 1157 ,Cercado,Lima,Lima,0,Mediana Empresa/Medium Size Company
633,885,20467871537,,"Jr. Santa Perpétua 488, Urb. Pando, Etapa III, Of. 401",Cercado,Lima,Lima,0,Pequeña Empresa/Small Size Company
634,886,20552618221,,"Av. De la Floresta 497, Urb. Chacarilla del Estanque",San Borja,Lima,Lima,0,Mediana Empresa/Medium Size Company
635,887,20268512544,,"Av. Andrés Reyes 437, Of. 1501",San Isidro,Lima,Lima,39,Mediana Empresa/Medium Size Company
636,888,20101433227,,Av. Sáenz Peña 284,Cercado Callao,Callao,Lima,0,No disponible/Notavailable
637,889,20100443326,,Jr. Andahuaylas 733,Cercado,Lima,Lima,35,Mediana Empresa/Medium Size Company
638,890,20421087076,,Av. Las Camelias 828,San Isidro,Lima,Lima,0,Pequeña Empresa/Small Size Company
639,891,20100086388,,"Calle Fermín Tangüis 160, Urb. Santa Catalina",La Victoria,Lima,Lima,24,Mediana Empresa/Medium Size Company
640,892,20510802978,,"Psje. El Molino 156, Of. 201, C.C. Monterrico",Santiago de Surco,Lima,Lima,0,Pequeña Empresa/Small Size Company
641,893,10017899568,,Calle Ignacio Cossio 1141,La Victoria,Lima,Lima,0,No disponible/Notavailable
642,895,20252530861,,"Calle 2, N° 136, Urb. Carabayllo",Comas,Lima,Lima,4,Pequeña Empresa/Small Size Company
643,896,20340838514,,Av. Las Artes Norte 855,San Borja,Lima,Lima,0,No disponible/Notavailable
644,897,20427797920,ALFIL CC S.A.C.,"Calle Monte Alamo 238, Urb. Monterrico Sur",Santiago de Surco,Lima ,Lima,18,Mediana Empresa/Medium Size Company
645,898,20177204901,,"Calle Max Ulhe 141, Of. E, Piso 4, Urb. Maranga",San Miguel,Lima,Lima,0,No disponible/Notavailable
646,899,20100247730,,Av. Guillermo Dansey 1890,Cercado,Lima,Lima,272,Mediana Empresa/Medium Size Company
647,900,20100025915,,Av. Angamos Este 1795,Surquillo,Lima,Lima,310,Gran Empresa/Big Company
648,901,20509358177,ALFRIMAC,"Mz. D, Lote 10, Urb. Pro, Etapa II",San Martín de Porres,Lima,Lima,33,Mediana Empresa/Medium Size Company
649,902,20517758991,ALFY MEDIX,"Calle Taquitahuana 242, Urb. Maranga ",San Miguel,Lima,Lima,12,Mediana Empresa/Medium Size Company
650,903,20516378876,,Av. Bolognesi 937,Barranco,Lima,Lima,26,Mediana Empresa/Medium Size Company
651,905,20600941349,,"Calle Cosmos 194, Urb. La Alborada ",Santiago de Surco,Lima,Lima,0,Mediana Empresa/Medium Size Company
652,906,20386636070,,"Av. El Derby 055, Of. 808, Torre 3, Urb. Lima Polo Hunt",Santiago de Surco,Lima,Lima,16,Mediana Empresa/Medium Size Company
653,907,20459442635,,"Av. Santa Rosa 370, Urb. Santa Anita ",Santa Anita,Lima,Lima,52,Mediana Empresa/Medium Size Company
654,908,20547694580,,Jr. Sebastián Barranca 1418,La Victoria,Lima,Lima,15,Mediana Empresa/Medium Size Company
655,909,20136435397,,Av. Nicolás Ayllón 3252,Ate,Lima,Lima,185,Mediana Empresa/Medium Size Company
656,910,20600014642,,"Block M, Piso 3, Of. 30, Urb. Palomino, Etapa II ",Cercado,Lima,Lima,0,No disponible/Notavailable
657,911,20551827951,,"Jr. Santa Mariana Mz. C, Lote 5 ",Cercado,Lima,Lima,0,No disponible/Notavailable
658,912,20600126513,,"Calle Cuzco 860, Of. 402 ",Magdalena del Mar,Lima,Lima,0,No disponible/Notavailable
659,913,20374826337,,Calle Mendelssohn 152,San Borja,Lima,Lima,0,No disponible/Notavailable
660,914,20477851976,,"Av. Ricardo Elias Aparicio 141, Piso 4, C.C. Arena Mol",La Molina,Lima,Lima,19,Mediana Empresa/Medium Size Company
661,915,20553022275,,"Jr. Ignacio Cossio 1681, Of. 5",La Victoria,Lima,Lima,20,Mediana Empresa/Medium Size Company
662,916,20305853641,,"Av. Pedro José Miota 883, Urb. Magisterial Amauta",San Juan de Miraflores,Lima ,Lima,0,Mediana Empresa/Medium Size Company
663,918,20505173652,AFCOM,"Jr. Manuel Cuadro 382, Int. 405",Cercado,Lima,Lima,0,Pequeña Empresa/Small Size Company
664,919,20343065249,MABERTI,Av. México 475-477,La Victoria,Lima,Lima,66,Mediana Empresa/Medium Size Company
665,920,20505727909,,Calle Michael Faraday 838,Ate,Lima,Lima,20,Mediana Empresa/Medium Size Company
666,923,20110401796,,Av. Arequipa 4595,Miraflores,Lima,Lima,0,Mediana Empresa/Medium Size Company
667,926,20101300341,,"Calle San Enrique 901-911, Urb. Ascarrunz",San Juan de Lurigancho,Lima,Lima,96,Mediana Empresa/Medium Size Company
668,927,20131011912,,"Av. Arias Aragüez 216, Urb. San Antonio",Miraflores,Lima ,Lima,117,Mediana Empresa/Medium Size Company
